sample,n_matches,p_weighted_covered
ERR2696759,0,0.0
ERR2696871,0,0.0
ERR2697164,1065,4.8
ERR2697170,436,2.6
ERR2697174,713,3.1
ERR2697181,946,4.1
ERR2697559,0,0.0
ERR2697597,0,0.0
ERR2697680,0,0
ERR2697853,1,100.0
ERR2697916,1,50.0
ERR2697966,0,0.0
ERR2698050,0,0.0
ERR2698944,0,0
ERR2704372,3,65.2
ERR2708511,37,11.4
ERR2708760,1,0.6
ERR2708766,14,11.3
ERR2708809,8,3.5
ERR2708812,81,38.8
ERR2708845,33,15.9
ERR2708898,0,0.0
ERR2708940,0,0.0
ERR2708995,21,19.2
ERR2709017,27,21.2
ERR2709039,0,0.0
ERR2709048,2,1.0
ERR2709171,2,5.4
ERR2709321,99,7.3
ERR2709336,70,6.2
ERR2709546,96,32.1
ERR2709738,237,2.1
ERR2709762,441,4.0
ERR2709779,462,4.8
ERR2709784,352,2.9
ERR2709808,430,3.7
ERR2722445,2,11.0
ERR2722835,1338,82.3
ERR2726542,220,89.8
ERR2726641,509,82.1
ERR2726644,127,95.1
ERR2728205,0,0.0
ERR2730857,0,0.0
ERR2730881,1,66.7
ERR2730917,0,0.0
ERR2731270,134,81.3
ERR2731339,119,81.8
ERR2732104,1,62.5
ERR2732275,1,100.0
ERR2732373,214,45.0
ERR2732380,4,7.1
ERR2732410,6,3.7
ERR2732482,116,40.6
ERR2732944,93,79.8
ERR2732947,151,84.4
ERR2733844,0,0.0
ERR2733862,0,0.0
ERR2734071,0,0.0
ERR2734136,0,0.0
ERR2734146,0,0.0
ERR2734167,0,0.0
ERR2734204,0,0
ERR2738566,224,86.7
ERR2738634,294,94.8
ERR2738655,321,77.9
ERR2738664,507,89.3
ERR2738685,563,85.3
ERR2738770,436,85.9
ERR2738793,456,90.0
ERR2738922,213,92.4
ERR2739028,262,89.5
ERR2739033,280,89.8
ERR2739060,204,91.7
ERR2739091,507,91.9
ERR2739206,209,81.8
ERR2739210,245,85.7
ERR2739268,151,86.0
ERR2739273,296,91.4
ERR2739297,223,89.5
ERR2739320,357,91.8
ERR2749120,35,42.7
ERR2749148,316,47.0
ERR2749234,17,21.7
ERR2749260,278,56.1
ERR2749433,601,72.5
ERR2749605,96,35.5
ERR2749686,22,42.3
ERR2749856,820,82.4
ERR2749882,585,83.8
ERR2750058,320,55.5
ERR2750087,34,44.5
ERR2750104,498,86.2
ERR2750150,46,85.4
ERR2750157,26,41.0
ERR2750184,120,78.6
ERR2750299,210,41.3
ERR2750527,742,80.8
ERR2750534,876,72.6
ERR2750708,293,56.7
ERR2750720,126,75.6
ERR2750792,448,73.1
ERR2751184,0,0.0
ERR2751219,2,100.0
ERR2751229,0,0
ERR2751305,0,0.0
ERR2751348,0,0.0
ERR2751379,0,0
ERR2751397,0,0.0
ERR2751423,1,16.7
ERR2751435,1,57.1
ERR2751472,1,28.6
ERR2752151,1053,41.1
ERR2753101,672,68.4
ERR2753106,383,79.4
ERR2753115,635,66.6
ERR2753763,0,0
ERR2757389,799,76.7
ERR2757877,1,96.5
ERR2759409,898,90.1
ERR2761185,0,0.0
ERR2761219,0,0
ERR2761322,0,0.0
ERR2761361,0,0.0
ERR2761376,1,25.0
ERR2761429,0,0
ERR2761479,1,20.0
ERR2761487,0,0.0
ERR2761495,0,0.0
ERR2761496,1,14.3
ERR2761498,1,60.0
ERR2761505,0,0.0
ERR2761520,1,25.0
ERR2761600,0,0.0
ERR2762993,832,70.5
ERR2764924,316,78.0
ERR2764975,481,65.0
ERR2764997,395,64.2
ERR2765035,189,61.5
ERR2765067,225,68.3
ERR2765117,49,56.1
ERR2765184,90,73.8
ERR2765190,116,74.0
ERR2777830,30,7.8
ERR2777831,32,29.7
ERR2777854,5,3.8
ERR2778053,2,85.3
ERR2778062,2,16.0
ERR2784438,1,33.3
ERR2784499,1,15.2
ERR2784562,1,25.0
ERR2784755,687,61.1
ERR2785344,3,5.3
ERR2785365,9,10.0
ERR2785465,31,44.7
ERR2789972,2,20.6
ERR2791447,3,67.4
ERR2815030,3,14.0
ERR2815100,3,16.0
ERR2815102,2,13.1
ERR2815113,1,22.5
ERR2815153,1,27.8
ERR2815339,3,4.1
ERR2816288,487,56.2
ERR2821340,1,6.0
ERR2828437,1,2.6
ERR2828442,1,1.6
ERR2828543,0,0
ERR2828651,1,50.7
ERR2828799,1,50.0
ERR2828952,1,25.0
ERR2828957,0,0.0
ERR2829091,1,50.0
ERR2829280,1,24.2
ERR2829348,0,0
ERR2829583,1,64.7
ERR2829603,1,77.2
ERR2829661,0,0
ERR2829754,0,0
ERR2829821,1,71.4
ERR2829864,2,66.7
ERR2829875,1,90.9
ERR2829925,1,50.0
ERR2830112,1,50.0
ERR2830123,0,0.0
ERR2830244,1,10.1
ERR2830303,1,6.2
ERR2830347,1,100.0
ERR2830481,1,28.0
ERR2830497,0,0.0
ERR2830518,0,0.0
ERR2830543,1,23.3
ERR2830574,1,100.0
ERR2830594,1,31.2
ERR2830640,1,100.0
ERR2830802,1,100.0
ERR2830813,0,0.0
ERR2830842,0,0.0
ERR2830934,1,33.3
ERR2831102,1,100.0
ERR2831111,0,0.0
ERR2831185,0,0
ERR2831257,1,66.7
ERR2831327,0,0.0
ERR2831359,1,10.5
ERR2831364,1,93.2
ERR2831388,1,26.6
ERR2835734,0,0
ERR2840899,1175,89.1
ERR2840910,526,91.3
ERR2840923,981,83.4
ERR2841013,1,25.0
ERR2843430,98,4.1
ERR2843574,1129,85.6
ERR2843683,585,86.9
ERR2843956,244,13.9
ERR2854711,0,0.0
ERR2854715,0,0.0
ERR2854733,0,0.0
ERR2854817,0,0.0
ERR2854859,0,0.0
ERR2854863,0,0.0
ERR2854909,1,6.7
ERR2855062,1,100.0
ERR2855163,2,70.0
ERR2855180,2,85.2
ERR2855233,2,40.0
ERR2855310,0,0.0
ERR2855450,1,81.8
ERR2855482,2,66.7
ERR2855547,1,94.7
ERR2855864,1051,92.0
ERR2855868,634,89.1
ERR2856137,36,34.6
ERR2856147,46,10.0
ERR2861466,49,81.2
ERR2863817,45,3.8
ERR2863823,340,4.9
ERR2865746,2,26.0
ERR2867867,285,77.7
ERR2867911,365,81.0
ERR2867918,210,66.6
ERR2867925,280,82.4
ERR2867931,290,78.4
ERR2867948,27,12.4
ERR2881848,1,44.4
ERR2900733,8,2.5
ERR2969345,0,0
ERR2969454,0,0
ERR2977187,2,1.7
ERR2977236,2,4.3
ERR2987313,3,8.3
ERR2987883,2,33.3
ERR2987959,1,74.6
ERR2992462,166,16.8
ERR2992511,617,33.4
ERR2992517,425,26.7
ERR2993003,0,0
ERR2993048,2,20.0
ERR299563,224,12.2
ERR3003924,1192,87.2
ERR3004176,1172,84.3
ERR3021300,599,91.6
ERR3021321,525,95.7
ERR3026554,133,79.0
ERR3040662,1,0.5
ERR3040664,0,0.0
ERR3047580,95,21.7
ERR3053325,134,86.4
ERR3053331,106,82.9
ERR3053365,186,75.3
ERR3053381,144,82.5
ERR3053447,37,84.9
ERR3053494,121,90.3
ERR3061026,4,43.7
ERR3061571,0,0.0
ERR3063027,1,0.1
ERR3077545,0,0.0
ERR3087463,1,92.8
ERR3090592,7,100.0
ERR3094278,83,1.1
ERR3094546,387,31.7
ERR3097278,1154,67.2
ERR3097325,1149,68.3
ERR3097429,870,70.8
ERR3097439,714,68.6
ERR3097526,1226,69.8
ERR309858,53,83.4
ERR309915,91,76.0
ERR3139980,33,6.7
ERR3140020,49,29.4
ERR3140047,6,0.1
ERR3140288,0,0.0
ERR3143570,0,0.0
ERR3143581,2,8.5
ERR3143874,0,0.0
ERR3143904,0,0.0
ERR3144058,1,40.0
ERR3144111,0,0.0
ERR3144151,1,50.0
ERR3144159,0,0.0
ERR3144254,0,0.0
ERR3144300,17,1.1
ERR3150067,1,100.0
ERR3150103,0,0.0
ERR3150117,1,33.3
ERR3150414,1,16.7
ERR3150418,0,0.0
ERR3150452,1,53.8
ERR3150460,2,53.8
ERR3153836,931,83.7
ERR3155414,0,0.0
ERR3155472,0,0.0
ERR3155597,56,2.3
ERR3159601,18,6.7
ERR3159689,0,0.0
ERR3160030,214,24.0
ERR3160088,29,4.7
ERR3160108,10,12.2
ERR3160130,53,11.8
ERR3163993,2,71.4
ERR3164006,2,54.2
ERR3164056,1,9.1
ERR3179964,0,0.0
ERR318598,86,0.8
ERR318608,14,0.2
ERR3190954,20,28.6
ERR3190972,21,26.7
ERR3190983,86,30.3
ERR3191101,47,28.6
ERR3191130,56,30.2
ERR3191178,10,30.6
ERR3191189,1,11.1
ERR3191236,13,31.9
ERR3191308,98,26.1
ERR3191350,65,36.6
ERR3191401,3,22.4
ERR3191411,24,28.1
ERR3191419,89,27.7
ERR3191518,46,26.0
ERR3191598,92,35.6
ERR3191727,22,29.9
ERR3191797,47,31.0
ERR3191956,50,29.2
ERR3191965,51,37.3
ERR3192220,174,32.5
ERR3192232,163,27.2
ERR3192236,692,19.7
ERR3199571,652,57.5
ERR3199573,596,47.8
ERR3199591,601,58.4
ERR3199642,569,57.5
ERR3199667,627,55.6
ERR3201925,377,90.0
ERR3209793,535,27.0
ERR3209827,594,62.8
ERR3209835,974,62.0
ERR3209862,528,50.2
ERR3209867,882,53.7
ERR3209882,404,82.0
ERR3209883,512,41.7
ERR3209906,804,50.8
ERR3209921,210,28.0
ERR3209930,474,20.0
ERR3210001,545,83.1
ERR3210048,43,0.8
ERR3210112,370,70.6
ERR321101,599,78.6
ERR321111,259,80.2
ERR3211458,2356,74.1
ERR3211516,1183,30.5
ERR3211719,1745,26.8
ERR3211743,8,26.5
ERR3211803,1238,48.0
ERR3211869,1188,34.7
ERR3211953,1391,48.8
ERR3212469,27,8.6
ERR3212488,44,6.2
ERR3212570,37,14.9
ERR3212592,44,15.6
ERR3212649,29,8.2
ERR3212743,81,14.5
ERR321278,316,82.9
ERR3212826,29,11.6
ERR3212830,47,12.5
ERR3212995,53,9.9
ERR3213000,47,15.5
ERR3213065,25,12.5
ERR321307,523,66.9
ERR3213160,12,1.1
ERR3213238,33,8.6
ERR3213277,45,12.2
ERR3213562,62,13.1
ERR3213662,58,24.2
ERR3213728,52,14.1
ERR3213729,65,17.3
ERR3213802,70,19.4
ERR3213837,114,17.6
ERR3213899,69,22.8
ERR3213956,75,19.0
ERR3214005,55,14.5
ERR3214026,90,14.2
ERR321449,402,83.8
ERR321483,1013,67.0
ERR321528,433,78.3
ERR321578,1353,70.5
ERR321619,1600,75.1
ERR321627,1275,77.2
ERR321635,1377,64.0
ERR3218117,1067,83.6
ERR3224582,1747,77.2
ERR3224584,2224,72.8
ERR3224593,2130,62.2
ERR3226164,0,0.0
ERR3229822,731,86.3
ERR3229939,756,87.6
ERR3229952,822,88.8
ERR3230150,2333,11.0
ERR3252926,22,76.0
ERR3261735,1094,92.3
ERR3262715,1,31.0
ERR3262742,1,22.2
ERR3274396,0,0
ERR3274481,1,100.0
ERR3274885,1,100.0
ERR3277229,63,89.6
ERR3277279,181,91.7
ERR3285538,16,71.5
ERR3285601,16,76.1
ERR3285610,4,64.2
ERR3285621,29,75.4
ERR3290778,1,5.6
ERR3290785,0,0.0
ERR3294929,0,0.0
ERR3294955,0,0.0
ERR3295156,1,27.8
ERR3295175,0,0.0
ERR3295177,0,0
ERR3295231,1,25.0
ERR3295306,0,0.0
ERR3295368,0,0.0
ERR329827,46,29.3
ERR329881,48,24.5
ERR329900,170,25.7
ERR329964,160,25.7
ERR329973,13,24.0
ERR3309805,1,3.2
ERR3309830,1,16.1
ERR3310019,1,6.7
ERR3310258,83,9.2
ERR3313659,421,19.5
ERR3316632,4,18.8
ERR3317666,51,97.6
ERR3317878,0,0
ERR3318029,0,0.0
ERR3318218,0,0.0
ERR3318350,0,0.0
ERR3318576,1,33.3
ERR3318610,2,72.7
ERR3318796,1,1.4
ERR3318843,0,0.0
ERR3318885,1,16.7
ERR3318914,0,0.0
ERR3319010,0,0.0
ERR3319011,0,0
ERR3319076,0,0.0
ERR3319156,0,0.0
ERR3319237,0,0.0
ERR3319281,0,0.0
ERR3319299,0,0.0
ERR3319402,0,0.0
ERR3319470,0,0.0
ERR3319471,1,66.7
ERR3319496,1,96.3
ERR3319539,1,73.3
ERR3319540,0,0.0
ERR3319571,0,0.0
ERR3319610,0,0.0
ERR3319734,0,0.0
ERR3319782,0,0.0
ERR3321634,90,93.1
ERR3321699,23,92.5
ERR3321958,89,90.4
ERR3322112,161,87.8
ERR3322188,112,92.1
ERR3322192,114,94.9
ERR3322202,46,96.7
ERR3322368,421,67.8
ERR3322385,413,67.8
ERR3322874,110,58.7
ERR3322913,12,67.3
ERR3326474,0,0.0
ERR3326505,0,0.0
ERR3329445,1,30.0
ERR3329614,1,40.0
ERR3329634,1,0.7
ERR3329693,4,52.9
ERR3329714,2,42.3
ERR3329769,1,25.0
ERR3329878,1,36.4
ERR3335869,7,4.1
ERR3338963,692,81.1
ERR3338999,266,29.4
ERR3339607,0,0.0
ERR3339620,0,0
ERR3339622,0,0.0
ERR3339704,0,0
ERR3339714,0,0.0
ERR3339796,0,0.0
ERR3339812,1,16.7
ERR3339821,0,0.0
ERR3339824,0,0.0
ERR3339867,0,0.0
ERR3339870,0,0.0
ERR3339971,1,33.3
ERR3340073,1,100.0
ERR3340092,0,0.0
ERR3340116,1,22.2
ERR3340176,1,25.0
ERR3340344,0,0
ERR3340454,0,0.0
ERR3340492,0,0.0
ERR3340532,0,0.0
ERR3340599,0,0.0
ERR3340772,56,90.3
ERR3340778,26,54.3
ERR3340793,63,61.5
ERR3340810,187,56.9
ERR3340885,466,33.4
ERR3340890,313,58.9
ERR3345693,1305,16.7
ERR3348424,1,22.2
ERR3348458,0,0.0
ERR3348799,201,72.1
ERR3348800,140,72.1
ERR3348916,666,70.5
ERR3351030,0,0.0
ERR3351095,1,94.4
ERR3351199,0,0.0
ERR3351212,0,0
ERR3351260,1,88.2
ERR3351334,1,50.0
ERR3351335,1,100.0
ERR3351448,0,0.0
ERR3351462,0,0.0
ERR3351522,0,0.0
ERR3351655,0,0.0
ERR3351669,0,0.0
ERR3357625,289,26.9
ERR3358544,9,63.3
ERR3358546,11,57.7
ERR3376043,2,50.0
ERR3376059,1,95.0
ERR3376288,0,0
ERR3376412,0,0
ERR3376417,0,0.0
ERR3376561,0,0
ERR3382580,2,1.0
ERR3382613,0,0.0
ERR3382644,1,4.8
ERR3384928,0,0.0
ERR3385059,0,0.0
ERR3385168,0,0.0
ERR3385179,0,0.0
ERR3386233,335,29.6
ERR3393566,678,6.0
ERR3400195,107,86.9
ERR3400242,111,89.5
ERR3404651,176,98.0
ERR3404749,308,96.1
ERR3404754,188,96.7
ERR3404911,313,98.8
ERR3404935,131,98.2
ERR3405001,219,93.2
ERR3405115,118,98.8
ERR3405235,142,96.7
ERR3405251,185,96.9
ERR3405264,158,92.0
ERR3405331,208,95.4
ERR3405432,591,89.0
ERR3405469,95,98.7
ERR3405515,124,97.5
ERR3405534,226,96.7
ERR3405578,54,98.6
ERR3405649,162,97.3
ERR3405848,38,94.8
ERR3405932,545,94.9
ERR3405946,1138,88.6
ERR3405980,83,98.4
ERR3406002,143,96.7
ERR3406067,329,91.8
ERR341354,0,0
ERR3414575,547,39.5
ERR341517,0,0
ERR3418668,2,30.0
ERR3427594,685,19.0
ERR3433141,0,0
ERR3433153,0,0
ERR3433174,0,0
ERR3434038,0,0.0
ERR3434401,70,92.5
ERR3434420,72,91.2
ERR3434461,60,88.7
ERR3434527,96,91.6
ERR3434608,79,89.6
ERR3434609,79,87.0
ERR3434616,104,90.7
ERR3434715,93,91.0
ERR3434724,98,93.2
ERR3434774,80,90.7
ERR3434925,93,94.4
ERR3435016,68,94.5
ERR3436364,78,93.6
ERR3436493,85,94.3
ERR3436509,82,96.1
ERR3436594,83,93.6
ERR3436619,94,93.5
ERR3436636,85,94.8
ERR3436719,84,92.6
ERR3436755,101,93.5
ERR3437108,32,29.6
ERR3437110,11,97.7
ERR3443640,0,0.0
ERR3443837,0,0.0
ERR3443864,0,0.0
ERR3443924,1,1.0
ERR3444188,1,2.1
ERR3444401,0,0.0
ERR3450616,871,88.0
ERR3450629,1008,73.4
ERR3450634,1113,81.9
ERR3450836,1004,83.4
ERR3451025,1350,83.1
ERR3451046,1041,88.1
ERR3451047,1195,79.8
ERR3451145,1378,76.0
ERR3451151,1419,80.0
ERR3451220,798,76.5
ERR3451283,547,78.8
ERR3451352,1046,84.4
ERR3451491,1085,83.3
ERR3451506,1004,90.2
ERR3451596,881,87.5
ERR3453538,547,38.0
ERR3453780,1,6.7
ERR3458843,1,41.7
ERR3458908,388,29.7
ERR3459733,9,43.3
ERR346239,3,3.3
ERR346246,81,93.8
ERR346381,61,94.2
ERR346420,60,91.8
ERR346609,0,0.0
ERR3466186,803,56.9
ERR346633,2,63.3
ERR346636,3,83.7
ERR3467011,1,20.5
ERR3470048,699,92.0
ERR3470253,101,63.7
ERR3470350,50,70.8
ERR3470381,134,52.7
ERR3470400,79,67.6
ERR3472026,21,61.4
ERR3472053,6,38.9
ERR3472110,53,28.7
ERR3472153,51,63.2
ERR3472247,103,51.0
ERR3472262,117,42.7
ERR3472342,65,53.0
ERR3472358,107,43.1
ERR3472488,199,70.2
ERR3472519,196,57.6
ERR3472568,184,66.8
ERR3472589,176,52.2
ERR3472691,130,55.9
ERR3472713,232,56.7
ERR3473093,702,84.8
ERR3473251,494,50.4
ERR3473272,269,70.7
ERR3473294,215,71.9
ERR3473301,329,66.2
ERR3473409,140,72.8
ERR3473414,284,68.9
ERR3473576,324,72.8
ERR3476323,0,0.0
ERR3476336,0,0.0
ERR3476402,0,0.0
ERR3476425,203,25.3
ERR3478449,1045,50.0
ERR3479053,381,44.8
ERR3485962,2,59.6
ERR3490599,0,0.0
ERR3490643,1,40.0
ERR3490714,1,40.0
ERR3500254,1,18.8
ERR3500347,0,0.0
ERR3500434,2,61.9
ERR3503315,2402,23.2
ERR3507457,0,0.0
ERR3510091,0,0.0
ERR3510320,0,0.0
ERR3510402,0,0.0
ERR3510516,0,0.0
ERR3511327,0,0.0
ERR3511361,0,0
ERR3511412,0,0.0
ERR3516343,3,48.9
ERR3517986,0,0.0
ERR3518021,0,0.0
ERR3518071,0,0.0
ERR3518075,1,16.7
ERR3518915,0,0.0
ERR3518959,0,0.0
ERR3519073,0,0
ERR3519138,0,0.0
ERR3519312,0,0.0
ERR3519329,0,0.0
ERR3519344,0,0.0
ERR3519458,0,0
ERR3519526,4807,74.9
ERR3519992,1,18.2
ERR3519993,2,58.3
ERR3520045,2,40.0
ERR3520079,2,60.0
ERR3520567,0,0.0
ERR3520668,0,0
ERR3520767,0,0.0
ERR3520913,0,0
ERR3520986,0,0.0
ERR3521004,1,12.5
ERR3521587,0,0.0
ERR3521599,0,0
ERR3521677,0,0.0
ERR3521756,0,0.0
ERR3521785,0,0.0
ERR3521947,1654,80.0
ERR3521950,1651,80.2
ERR3522033,1615,81.2
ERR3527887,57,64.0
ERR3534994,142,2.9
ERR3552560,0,0.0
ERR3562876,800,48.1
ERR3562987,1522,41.6
ERR3563017,1800,46.1
ERR3563082,2449,39.9
ERR3563089,2960,41.5
ERR3569039,0,0.0
ERR3569047,1,14.3
ERR3569488,57,16.9
ERR3570004,136,88.3
ERR3572395,103,77.0
ERR3572401,129,88.2
ERR3572851,747,5.5
ERR3572903,919,7.3
ERR3572905,893,7.3
ERR3572948,459,10.6
ERR3572970,381,6.4
ERR3573031,679,5.5
ERR3573053,261,5.7
ERR3573133,335,7.2
ERR3573146,303,6.8
ERR3573191,379,7.2
ERR3573286,472,6.0
ERR3573329,1329,53.7
ERR3573338,1542,33.0
ERR3573359,370,5.2
ERR3573380,315,4.8
ERR3573456,659,5.0
ERR3573507,1155,19.8
ERR3573579,602,4.4
ERR3573624,457,8.0
ERR3573643,383,5.9
ERR3573654,262,3.6
ERR3573671,242,4.7
ERR3573675,206,5.0
ERR3573687,335,4.1
ERR3573696,293,4.1
ERR3573828,756,31.3
ERR3573895,220,3.2
ERR3573917,273,3.7
ERR3574048,267,4.2
ERR3574085,314,4.5
ERR3574111,223,3.0
ERR3574113,248,3.1
ERR3574243,1009,21.9
ERR3574319,345,7.0
ERR3574353,541,10.2
ERR3574356,537,10.3
ERR3574389,288,5.7
ERR3574449,307,6.3
ERR3574543,353,4.6
ERR3574614,423,6.1
ERR3574645,1005,49.9
ERR3574695,1152,52.3
ERR3574733,384,8.9
ERR3574839,999,47.8
ERR3574887,924,49.7
ERR3574921,321,6.1
ERR3575068,165,88.4
ERR3575077,156,92.4
ERR3576075,1,40.0
ERR3576937,98,77.1
ERR3576966,122,89.5
ERR3576990,107,93.0
ERR3576997,133,90.3
ERR3579898,1,3.7
ERR3584536,0,0.0
ERR358545,102,21.1
ERR3592923,111,91.0
ERR3593028,190,90.2
ERR3593112,144,88.5
ERR3593113,377,82.3
ERR3593159,391,84.0
ERR3593222,344,94.0
ERR3593455,474,54.5
ERR3593524,1017,64.5
ERR3593554,178,45.3
ERR3593565,173,45.3
ERR3593580,491,50.2
ERR3593728,632,66.4
ERR3593758,445,78.1
ERR3593847,569,85.3
ERR3593933,639,88.0
ERR3593941,804,85.3
ERR3593949,417,74.0
ERR3593971,574,80.9
ERR3593988,675,90.3
ERR3594005,514,76.5
ERR3596761,4,43.7
ERR3607293,1028,87.1
ERR3607306,1543,80.0
ERR3610816,272,94.8
ERR3641479,831,4.3
ERR3650039,0,0.0
ERR3650343,0,0.0
ERR3650358,0,0.0
ERR3653688,40,90.8
ERR3653691,42,91.9
ERR3653725,38,93.9
ERR3657001,2,9.7
ERR3657054,2,80.2
ERR3657095,3,7.3
ERR3657117,1,15.4
ERR3657138,2,12.5
ERR3662319,581,18.4
ERR3663004,1,2.6
ERR3664088,23,93.4
ERR3664101,16,51.2
ERR3664216,26,85.0
ERR3664235,20,94.3
ERR3665792,29,93.4
ERR3670850,0,0.0
ERR3670883,0,0.0
ERR3670920,0,0.0
ERR3672421,2,15.5
ERR3672505,2,7.7
ERR3672572,1,20.7
ERR3672778,2,15.0
ERR3672822,3,46.2
ERR3672869,4,50.0
ERR3672887,2,32.7
ERR3672920,3,14.0
ERR3672937,0,0.0
ERR3673044,1,2.0
ERR3673161,2,23.9
ERR3673388,2,59.6
ERR3673472,1,9.5
ERR3673602,1,4.2
ERR3673632,0,0.0
ERR3673647,1,10.0
ERR3674027,0,0.0
ERR3674031,1,25.0
ERR3674087,0,0.0
ERR3674109,1,100.0
ERR3674387,0,0.0
ERR3678606,476,36.8
ERR3678617,416,32.1
ERR3678625,358,39.1
ERR3679666,352,5.5
ERR3679669,585,25.6
ERR3679752,63,94.1
ERR3679860,36,91.4
ERR3679963,54,77.7
ERR3680217,47,92.8
ERR3680230,43,92.5
ERR3680785,1,33.3
ERR3680804,1,50.0
ERR3680834,0,0.0
ERR3680906,1,22.2
ERR3680910,1,43.1
ERR3682546,0,0.0
ERR3682548,0,0.0
ERR3682612,0,0.0
ERR3682628,0,0.0
ERR3682649,0,0.0
ERR3682679,0,0.0
ERR3682680,0,0.0
ERR3682711,0,0.0
ERR3684370,1,15.4
ERR3684450,8,77.3
ERR3684503,3,17.1
ERR3684553,4,43.6
ERR3684760,6,33.0
ERR3684781,5,25.9
ERR3686634,2,25.0
ERR3686690,2,20.0
ERR3686712,5,55.6
ERR3686797,6,8.5
ERR3696590,110,92.5
ERR3697026,2482,5.5
ERR3698093,364,86.6
ERR3698142,1432,78.2
ERR3699636,0,0.0
ERR3726384,1,0.8
ERR3726411,0,0.0
ERR3726457,1,3.3
ERR3726533,0,0.0
ERR3726737,1,4.1
ERR3728238,34,5.2
ERR3760316,1,20.0
ERR3764836,748,81.4
ERR3769536,0,0.0
ERR3769537,0,0.0
ERR3769618,0,0.0
ERR3769638,0,0.0
ERR3771508,0,0.0
ERR3772658,557,15.6
ERR3781521,1,1.9
ERR3781534,2,21.1
ERR3781663,2,81.5
ERR3781682,1,11.9
ERR3781693,2,64.1
ERR3781713,0,0.0
ERR3781901,1,12.1
ERR3782025,1,22.5
ERR3782051,2,58.3
ERR3782098,1,57.6
ERR3782121,2,12.5
ERR3792766,18,12.7
ERR3793125,0,0.0
ERR3793167,0,0
ERR3793250,0,0.0
ERR3793298,0,0.0
ERR3793423,0,0
ERR3793598,0,0
ERR3793724,0,0.0
ERR3793839,0,0.0
ERR3811624,4,19.1
ERR3811640,9,44.8
ERR3832174,1,0.5
ERR3837813,6,11.3
ERR3838170,3,3.8
ERR3838185,2,4.3
ERR3838224,3,2.1
ERR3838286,2,1.9
ERR3838298,1,3.4
ERR3838309,2,1.6
ERR3838332,2,3.0
ERR3838486,1,0.9
ERR3838593,2,3.7
ERR3838604,6,6.8
ERR3838645,5,8.4
ERR3840053,1,2.1
ERR3840110,4,2.1
ERR3840145,49,94.4
ERR3840173,7,77.2
ERR3842136,1,0.9
ERR3842273,12,87.4
ERR3843313,2,10.1
ERR3850066,116,88.2
ERR3850206,0,0.0
ERR3850221,6,5.0
ERR3850244,0,0.0
ERR3850259,49,94.1
ERR3850452,30,90.8
ERR3857039,325,77.2
ERR3857118,400,84.7
ERR3857142,496,77.9
ERR3857622,593,81.7
ERR3857646,777,77.0
ERR3857663,272,68.4
ERR3857701,643,80.5
ERR3857866,459,83.4
ERR3857889,587,78.6
ERR3857915,605,81.9
ERR3857944,826,74.4
ERR3857980,829,80.6
ERR3857986,625,81.6
ERR385993,5,0.5
ERR385998,6,0.5
ERR3863395,11,91.5
ERR3890109,393,2.0
ERR3891537,6,10.5
ERR3899857,1,7.7
ERR3900005,2,5.4
ERR3900016,1,1.0
ERR3900050,2,6.0
ERR3900063,1,0.9
ERR3903805,1,1.8
ERR3903808,1,0.9
ERR3903849,1,4.5
ERR3903899,0,0.0
ERR3903903,0,0.0
ERR3903980,0,0.0
ERR3929732,0,0.0
ERR3929775,0,0.0
ERR3929824,0,0.0
ERR3929904,0,0.0
ERR3929951,0,0.0
ERR3929956,0,0.0
ERR3930037,0,0.0
ERR3930067,1,21.5
ERR3930097,1,9.1
ERR3930137,0,0.0
ERR3930143,0,0.0
ERR3930308,0,0.0
ERR3930353,0,0.0
ERR3930449,0,0.0
ERR3930463,0,0.0
ERR3932442,0,0.0
ERR3932449,1,17.3
ERR3932475,228,16.5
ERR3933610,1,7.7
ERR3933623,1,98.8
ERR3933686,0,0.0
ERR3933764,0,0.0
ERR3933774,0,0.0
ERR3933831,0,0.0
ERR3934002,0,0.0
ERR3934142,0,0.0
ERR3934298,0,0.0
ERR3934381,1,50.0
ERR3934599,0,0.0
ERR3934612,0,0.0
ERR3934635,0,0.0
ERR3934636,0,0.0
ERR3934645,0,0.0
ERR3934679,0,0.0
ERR3934687,0,0.0
ERR3934720,0,0.0
ERR3934739,0,0.0
ERR3934790,2,27.3
ERR3934824,0,0.0
ERR3934852,0,0.0
ERR3934882,0,0.0
ERR3934908,0,0.0
ERR3934919,0,0.0
ERR3934959,0,0.0
ERR3934965,0,0.0
ERR3935017,1,9.1
ERR3935018,0,0.0
ERR3935432,1,100.0
ERR3935466,1,83.3
ERR3935478,1,100.0
ERR3935575,0,0.0
ERR3935602,1,50.0
ERR3935675,0,0.0
ERR3935744,1,50.0
ERR3935851,0,0
ERR3935903,0,0.0
ERR3935909,0,0.0
ERR3936023,0,0.0
ERR3936034,0,0
ERR3936214,0,0.0
ERR3936242,0,0.0
ERR3936271,0,0.0
ERR3936356,0,0.0
ERR3936427,0,0
ERR3936518,0,0.0
ERR3936529,0,0.0
ERR3936531,0,0.0
ERR3936695,0,0.0
ERR3936939,0,0.0
ERR3936986,0,0.0
ERR3937097,1,40.0
ERR3937231,1,9.1
ERR3937578,1,93.6
ERR3937622,1,86.7
ERR3937633,1,50.0
ERR3937836,0,0
ERR3937869,0,0.0
