sample,n_matches,p_weighted_covered
SRR3643190,158,76.4
SRR3643391,351,75.4
SRR3643746,9,70.0
SRR3643756,3,48.1
SRR3643833,17,72.8
SRR3643894,36,69.2
SRR3643917,144,77.2
SRR3643953,243,64.2
SRR3644080,41,85.2
SRR3644271,38,69.4
SRR3644273,27,61.9
SRR3644315,46,70.5
SRR3646866,0,0.0
SRR3655623,1,9.1
SRR3655639,6,35.1
SRR3657464,2,0.9
SRR3663392,0,0.0
SRR3666238,3,23.1
SRR3666251,3,10.7
SRR3667380,1,9.7
SRR3678117,5,33.1
SRR3680863,0,0
SRR3708917,16,1.9
SRR3714396,2,7.3
SRR3719475,176,4.9
SRR3723785,582,18.0
SRR3724034,560,16.5
SRR3724191,814,18.4
SRR3735433,5,11.6
SRR3735447,1,0.1
SRR3735463,1,32.3
SRR3735488,1,65.0
SRR3740096,7,48.1
SRR3740121,1,0.4
SRR3740149,1,61.5
SRR3747403,90,9.4
SRR3917608,366,80.1
SRR3926460,0,0.0
SRR3926478,0,0.0
SRR3933259,234,76.8
SRR3933278,181,50.6
SRR3933311,46,49.2
SRR3933433,135,19.2
SRR3955836,265,87.1
SRR3973802,763,3.7
SRR398176,459,18.8
SRR3985526,839,3.3
SRR3986535,5,97.2
SRR3986641,0,0.0
SRR3988295,13,72.0
SRR3988449,4,1.9
SRR3988631,34,91.8
SRR3988644,5,19.9
SRR3988660,12,57.2
SRR3988662,40,93.4
SRR3988928,11,13.8
SRR3989027,14,15.2
SRR3989064,11,99.0
SRR3989125,6,5.6
SRR3989139,8,19.3
SRR3989188,8,0.6
SRR3989265,5107,8.5
SRR3989348,17,50.5
SRR3989364,5,6.3
SRR3989433,853,19.4
SRR3989452,587,40.8
SRR3989459,665,3.2
SRR3989470,739,3.1
SRR3989570,945,3.4
SRR399107,0,0
SRR3992760,4,37.0
SRR3992991,2254,72.6
SRR3993033,933,86.4
SRR4000703,0,0.0
SRR4000720,1,29.4
SRR4000728,0,0.0
SRR4000748,1,8.3
SRR4000854,1,11.3
SRR4000964,0,0.0
SRR4019647,3,4.8
SRR4022060,2,20.0
SRR4022191,1177,37.6
SRR4026060,190,2.0
SRR4027709,3,2.5
SRR4027780,2,23.1
SRR4028132,661,13.5
SRR4028169,508,16.6
SRR4028758,156,25.8
SRR4029409,394,25.9
SRR4030048,173,25.7
SRR403790,987,0.8
SRR4041931,57,2.7
SRR4063579,0,0.0
SRR4065527,0,0.0
SRR4073471,1,33.3
SRR409014,0,0
SRR409024,0,0
SRR409051,0,0
SRR409069,0,0
SRR409157,1,2.7
SRR4101307,137,71.5
SRR4102205,10,0.5
SRR4102237,39,79.4
SRR4115267,0,0.0
SRR4116676,501,34.7
SRR413207,0,0.0
SRR413611,815,87.5
SRR413621,722,89.3
SRR413733,783,91.4
SRR4158206,0,0.0
SRR4188644,67,7.6
SRR4209623,0,0
SRR4235326,3,22.7
SRR4238821,1,4.8
SRR4238827,0,0.0
SRR4244872,30,32.7
SRR4289079,4,54.0
SRR4289145,0,0.0
SRR4289178,1,87.5
SRR4300246,0,0.0
SRR4305162,293,81.0
SRR4305220,405,85.7
SRR4305233,284,80.9
SRR4305303,271,79.5
SRR4305396,96,31.9
SRR4305412,392,84.9
SRR4308221,39,36.7
SRR4308302,2,5.4
SRR4308334,2,6.8
SRR4325463,225,2.5
SRR4342140,8,4.3
SRR4343430,444,4.3
SRR4345160,14,39.0
SRR4345791,0,0.0
SRR4345821,1,16.7
SRR4345838,0,0.0
SRR4381472,43,25.4
SRR4408025,396,84.7
SRR4408138,526,90.9
SRR4408235,89,93.0
SRR4420105,0,0.0
SRR4420398,2,68.8
SRR4422968,2,10.5
SRR4423057,912,77.9
SRR4423597,58,91.7
SRR4423647,73,91.0
SRR4423702,50,92.8
SRR4425659,1089,76.3
SRR4425673,1649,32.2
SRR4425734,0,0.0
SRR4425738,0,0.0
SRR4426005,0,0.0
SRR4426138,0,0.0
SRR4426148,1,1.6
SRR4426151,1,1.0
SRR4427291,1,25.6
SRR4435705,82,93.4
SRR4435707,92,92.6
SRR4435732,43,93.9
SRR4435737,61,90.8
SRR4435765,47,94.0
SRR4444832,55,92.5
SRR4444863,48,95.6
SRR4444869,46,95.4
SRR4445838,1,89.6
SRR4445855,1,4.2
SRR4445925,1,59.9
SRR4445943,1,60.0
SRR4451577,62,92.9
SRR4451613,72,93.4
SRR447486,58,4.2
SRR4481818,64,92.9
SRR453451,1,11.9
SRR4733779,0,0.0
SRR4733795,0,0.0
SRR4783424,80,89.9
SRR4783486,56,94.4
SRR4783487,68,92.7
SRR4783557,59,89.7
SRR4783571,75,91.9
SRR4783640,69,92.4
SRR4786418,74,7.4
SRR4833067,1,1.2
SRR486894,598,40.0
SRR4875287,29,55.0
SRR4892727,62,88.8
SRR4892794,51,79.0
SRR4893015,600,93.0
SRR4897030,2,90.6
SRR4929908,39,14.6
SRR4929928,42,61.9
SRR500076,34,59.4
SRR5002333,2288,29.7
SRR5002356,827,20.3
SRR5007114,1923,25.2
SRR5007456,1263,21.8
SRR5013305,3,15.9
SRR5020662,3,78.7
SRR5032274,565,91.5
SRR5032278,585,81.5
SRR5032291,1051,86.3
SRR5032317,685,88.7
SRR5036742,4,88.6
SRR5036843,2,91.0
SRR5037036,7,81.0
SRR5037143,2,93.3
SRR5037171,2,92.6
SRR5037213,4,89.0
SRR5043073,37,53.6
SRR5046359,2,76.5
SRR5056702,1191,85.3
SRR5056726,35,96.8
SRR5056909,53,95.4
SRR5056953,942,85.1
SRR5056986,39,94.5
SRR5057017,48,95.2
SRR5057035,667,85.1
SRR5057084,51,94.8
SRR5057122,93,79.0
SRR5057889,3,42.7
SRR5057899,2,32.2
SRR5058922,395,85.4
SRR5060403,3,64.1
SRR5060511,3,44.0
SRR5070227,3,2.5
SRR5086384,0,0.0
SRR5091453,523,77.8
SRR5091504,795,78.8
SRR5091512,708,74.3
SRR5091551,538,86.7
SRR5098277,3,0.1
SRR5106321,1049,80.8
SRR5106469,402,70.2
SRR5106500,1126,79.6
SRR5115412,295,34.0
SRR5115466,2,12.5
SRR5119548,0,0.0
SRR512078,64,53.9
SRR5123922,1,0.6
SRR5127566,1113,86.8
SRR5127586,805,86.0
SRR5127741,724,87.3
SRR5127761,743,87.3
SRR5127786,886,82.2
SRR5127814,961,86.8
SRR5127848,917,86.2
SRR5130534,0,0.0
SRR5130538,0,0.0
SRR5130561,2,96.9
SRR5131237,3,24.1
SRR5131925,152,20.1
SRR5131955,123,33.5
SRR513441,1161,84.9
SRR5134580,87,15.8
SRR513773,28,75.5
SRR513806,676,63.7
SRR513814,734,64.5
SRR5141959,0,0.0
SRR5141966,0,0.0
SRR5142005,0,0.0
SRR5142058,1,3.3
SRR5142132,0,0.0
SRR5142137,0,0.0
SRR5142154,2,7.0
SRR5142185,0,0.0
SRR5142254,0,0.0
SRR5142302,1,3.5
SRR5142454,0,0.0
SRR5142465,0,0.0
SRR5142478,1,8.3
SRR5142497,0,0.0
SRR5142525,0,0.0
SRR5142637,3,11.8
SRR5142715,0,0.0
SRR5142786,1,6.1
SRR5142922,0,0.0
SRR5143058,0,0.0
SRR5143090,0,0.0
SRR5143093,0,0.0
SRR5143231,3,6.9
SRR5143305,0,0.0
SRR5143310,0,0.0
SRR5143400,3,27.8
SRR5143476,1,3.2
SRR5143514,0,0.0
SRR5143684,3,22.2
SRR5143714,2,1.0
SRR5143766,0,0.0
SRR5143802,0,0.0
SRR5150745,1,10.0
SRR5153147,1,1.7
SRR5154065,2,11.8
SRR5154548,4,16.0
SRR5155795,678,84.3
SRR5155807,126,83.7
SRR5155967,717,89.6
SRR5155975,586,90.5
SRR5156057,341,88.0
SRR5156087,529,91.5
SRR5156130,525,90.9
SRR5160359,2,24.3
SRR5161789,49,1.7
SRR5164339,70,34.5
SRR5164393,277,83.8
SRR5164405,23,84.9
SRR5165706,647,86.4
SRR5165718,689,90.4
SRR5165744,694,86.8
SRR5165748,790,85.3
SRR5165764,217,90.9
SRR5165914,665,88.1
SRR5165960,693,91.4
SRR5165974,433,89.8
SRR5167517,0,0.0
SRR5188794,10,22.4
SRR5190223,499,70.3
SRR5190977,0,0.0
SRR5191037,1,10.0
SRR5204350,17,12.7
SRR5204385,255,25.3
SRR5204526,227,14.7
SRR5207633,46,48.4
SRR5208212,59,74.9
SRR5208340,2073,4.7
SRR5208579,23,21.4
SRR5209765,394,3.3
SRR5210994,542,23.5
SRR5211035,16,1.1
SRR5213076,1774,14.8
SRR5215212,2287,3.1
SRR5215305,946,7.5
SRR5215545,2662,2.4
SRR5216642,336,11.7
SRR5218181,0,0.0
SRR5234507,1089,7.8
SRR5234511,728,3.3
SRR5239608,134,44.5
SRR5239749,930,52.1
SRR5240365,236,61.5
SRR5240493,214,41.8
SRR5240622,223,75.7
SRR5242441,50,3.7
SRR5247038,637,35.1
SRR5247211,48,0.1
SRR524823,8,14.2
SRR5248412,21,38.9
SRR5248970,469,7.5
SRR5250832,36,3.4
SRR5252596,0,0.0
SRR5252605,1,37.2
SRR5252877,65,12.5
SRR5253624,9,88.0
SRR5253724,30,34.7
SRR5260390,963,18.7
SRR5260841,244,31.9
SRR5272069,783,3.9
SRR5272311,2,4.5
SRR5272375,3,30.9
SRR5272424,2,0.7
SRR5273897,20,65.0
SRR5273966,165,93.1
SRR5274038,476,97.4
SRR5275424,1192,90.4
SRR5277110,5,4.7
SRR5278345,800,3.4
SRR5278612,448,8.2
SRR5279298,695,80.2
SRR527930,457,81.6
SRR527959,286,85.5
SRR528004,306,63.5
SRR528014,213,91.6
SRR528172,272,71.9
SRR528222,21,75.5
SRR528265,391,85.3
SRR528367,268,86.0
SRR5289207,6,40.4
SRR5298252,730,82.6
SRR5306410,1290,13.3
SRR531671,252,92.8
SRR5317918,2,37.8
SRR5318661,0,0.0
SRR5318681,1,43.5
SRR531991,85,74.4
SRR532005,119,60.2
SRR532007,130,66.8
SRR532075,268,73.0
SRR532078,115,76.8
SRR5320861,5,98.1
SRR532094,17,91.5
SRR5321061,7,87.5
SRR5321162,3,94.4
SRR5321205,7,98.3
SRR5321222,12,95.0
SRR5321288,2,63.5
SRR5321352,21,94.4
SRR5321385,5,90.6
SRR5321402,3,94.4
SRR5321431,7,89.8
SRR532160,302,62.5
SRR5321674,22,92.5
SRR5321726,3,90.9
SRR5321730,3,96.0
SRR5321737,4,86.9
SRR5321764,14,95.8
SRR5321819,3,95.7
SRR532183,388,81.6
SRR5322005,2,98.4
SRR5322006,6,97.5
SRR5322070,10,95.7
SRR5322081,8,92.5
SRR5322121,2,93.9
SRR5322404,8,38.1
SRR5322457,6,89.6
SRR5322475,1,82.3
SRR5322563,1,93.0
SRR5322576,8,93.5
SRR5322655,4,89.3
SRR5322680,9,92.2
SRR5322702,19,96.8
SRR5322762,6,94.6
SRR5322957,13,97.9
SRR5323013,8,96.2
SRR5323086,13,91.7
SRR5323138,6,95.6
SRR5323152,3,97.7
SRR5323173,2,97.6
SRR5323202,14,95.1
SRR5323233,2,96.2
SRR5323304,2,88.7
SRR5323311,4,89.4
SRR532345,237,50.4
SRR5323700,31,33.7
SRR532373,23,48.4
SRR5323749,1,4.5
SRR5323777,2,9.5
SRR5323875,3,97.5
SRR5323988,6,90.8
SRR5324067,1,8.3
SRR5324154,1,97.6
SRR532423,266,65.1
SRR5324247,2,18.2
SRR5324375,30,94.5
SRR5324479,3,82.0
SRR5324539,2,84.3
SRR5324541,3,88.1
SRR532459,5,0.7
SRR5324656,11,92.9
SRR5324669,4,94.3
SRR5324733,12,84.6
SRR532477,97,27.6
SRR532481,49,31.2
SRR5324987,6,89.5
SRR5325096,3,82.1
SRR5325126,1,84.4
SRR5325175,3,84.4
SRR5325240,3,98.0
SRR5325322,3,86.1
SRR5325353,1,93.8
SRR5325374,1,94.9
SRR532561,1,9.1
SRR5325783,3,30.0
SRR5325793,3,30.0
SRR532588,4,0.4
SRR5325911,7,92.4
SRR532607,187,69.6
SRR532624,268,74.6
SRR5326408,9,45.0
SRR5326460,2,25.0
SRR5326471,6,25.0
SRR5326476,6,25.0
SRR5326511,2,40.0
SRR5326595,6,37.5
SRR5326716,1,12.5
SRR5326792,3,37.5
SRR5326807,3,37.5
SRR5326855,5,35.7
SRR5327014,4,18.2
SRR5327162,6,16.3
SRR5327173,4,6.2
SRR5327209,4,10.0
SRR5327211,4,10.0
SRR5327248,8,22.9
SRR532776,53,62.9
SRR532930,176,80.1
SRR5329516,9,95.6
SRR5329517,9,93.6
SRR532951,9,31.0
SRR5329539,11,74.9
SRR5329553,13,90.6
SRR5329602,31,90.3
SRR5329603,4,91.8
SRR5329712,29,84.3
SRR532985,133,66.4
SRR5329880,19,90.3
SRR5329902,16,85.2
SRR5329940,29,87.5
SRR5329999,5,85.5
SRR5330013,50,84.6
SRR5330049,21,86.6
SRR5330079,28,88.7
SRR5330090,6,89.9
SRR5330171,10,90.2
SRR5330291,13,89.9
SRR5330353,20,86.8
SRR5330355,31,85.4
SRR5330376,8,95.5
SRR5330379,1,92.9
SRR533073,48,23.7
SRR533080,42,56.3
SRR533112,307,69.5
SRR533137,313,74.8
SRR5332455,27,2.6
SRR533252,280,63.9
SRR533538,314,61.5
SRR5336908,2,9.0
SRR533699,74,74.6
SRR533705,44,21.9
SRR533718,45,24.0
SRR533750,88,75.4
SRR533753,103,67.8
SRR533762,198,63.3
SRR533800,13,32.3
SRR533809,311,79.6
SRR5338175,0,0.0
SRR533883,48,61.7
SRR5341082,4,6.9
SRR5345150,2,56.6
SRR5345159,3,26.5
SRR5345161,3,44.4
SRR5345220,4,24.3
SRR5345246,3,33.3
SRR5345287,5,16.0
SRR5345294,5,16.9
SRR5352532,657,53.5
SRR5364033,0,0
SRR5365379,1221,85.0
SRR5365683,3,6.6
SRR5368774,314,80.9
SRR5368789,442,63.4
SRR5368850,382,44.8
SRR5369871,1,88.0
SRR5371427,1403,14.9
SRR537694,10,96.0
SRR537714,26,60.0
SRR5377207,1195,81.3
SRR537792,5,1.1
SRR537795,262,59.8
SRR537946,40,47.9
SRR538114,243,50.4
SRR538133,225,77.4
SRR538139,298,62.5
SRR538143,17,34.7
SRR5382129,230,29.0
SRR5382239,218,30.9
SRR538224,231,79.1
SRR5382388,2,3.1
SRR5383878,0,0.0
SRR5384551,25,14.4
SRR539252,11,37.3
SRR539258,43,69.2
SRR539311,223,66.9
SRR539336,246,68.2
SRR539420,40,80.4
SRR5395409,1079,48.4
SRR539611,58,48.2
SRR539725,312,86.1
SRR539764,15,4.2
SRR539769,234,73.2
SRR5397927,1,45.5
SRR5397937,2,51.2
SRR5397962,2,21.0
SRR539841,103,71.8
SRR539842,163,70.8
SRR539919,55,57.7
SRR539934,41,29.8
SRR540419,183,41.7
SRR540420,238,79.4
SRR540508,10,62.0
SRR540513,4,0.3
SRR540531,261,70.7
SRR5405613,242,95.5
SRR5405650,202,92.8
SRR5405678,261,91.8
SRR5405704,167,84.5
SRR5405743,175,95.6
SRR5405776,222,90.3
SRR5405802,172,83.6
SRR5405821,246,83.5
SRR5405842,101,90.5
SRR540592,286,69.7
SRR5405962,112,98.1
SRR540604,13,75.0
SRR540699,317,65.3
SRR540710,64,74.0
SRR540753,6,0.7
SRR540800,161,63.9
SRR540807,54,61.8
SRR5410451,17,92.0
SRR541096,224,73.3
SRR541173,24,63.6
SRR541201,145,75.7
SRR541277,41,24.9
SRR541403,4,3.0
SRR5416066,0,0.0
SRR5416073,1,16.7
SRR5416184,1,20.0
SRR5416205,2,60.0
SRR5416244,1,15.0
SRR5418924,41,21.7
SRR5418987,19,2.2
SRR5418990,12,2.3
SRR5418991,26,1.7
SRR5418993,50,20.9
SRR5419122,54,6.4
SRR5419152,35,8.5
SRR5419178,27,18.4
SRR5419215,17,3.0
SRR5419225,6,13.8
SRR5420287,947,86.2
SRR5420456,27,0.7
SRR5428632,10,0.2
SRR5428668,10,0.1
SRR5431180,137,22.2
SRR5435176,23,68.6
SRR5450758,663,8.9
SRR5451356,91,28.3
SRR545375,274,70.1
SRR545468,214,67.3
SRR545471,268,56.5
SRR545530,27,13.6
SRR545567,51,53.0
SRR545586,65,20.2
SRR5461423,4,43.8
SRR5461424,5,81.7
SRR5461702,4,59.0
SRR5462413,5,48.0
SRR5462558,4,59.5
SRR5462586,4,39.4
SRR5462592,5,57.6
SRR5463389,4,46.4
SRR5468103,55,8.9
SRR5468166,1954,12.6
SRR5468255,1146,13.0
SRR5469066,500,1.7
SRR5478387,8,22.9
SRR5478392,4,5.6
SRR5478410,1,5.3
SRR5478448,2,2.7
SRR5489408,47,41.3
SRR549414,223,48.7
SRR549418,23,65.4
SRR549426,22,69.8
SRR549481,68,77.0
SRR549490,261,70.4
SRR549515,64,71.2
SRR549517,282,66.9
SRR549548,243,64.2
SRR5495523,22,41.2
SRR549565,207,54.4
SRR549635,290,88.0
SRR549665,323,77.7
SRR5496807,39,46.3
SRR5496990,63,40.3
SRR5497623,45,32.1
SRR5498915,1,33.3
SRR5504026,2119,35.4
SRR5506551,715,17.0
SRR5506554,2275,33.9
SRR5512144,1390,3.1
SRR5520621,1,0.6
SRR5527373,1,21.7
SRR5534390,13,0.7
SRR5535742,105,82.9
SRR5535750,32,84.3
SRR5535867,509,3.3
SRR5548668,181,88.3
SRR5548728,656,61.1
SRR5558054,1064,65.5
SRR5558260,710,55.1
SRR5558334,725,73.6
SRR5558378,586,81.5
SRR5558382,647,85.0
SRR5567461,7,79.8
SRR5567686,0,0.0
SRR5567815,0,0.0
SRR5574474,503,51.3
SRR5574511,558,54.2
SRR5574512,532,47.7
SRR5576189,4,25.2
SRR5576427,5,22.7
SRR5578835,4509,4.3
SRR5579959,565,79.9
SRR5579969,596,82.9
SRR5579984,877,76.3
SRR5579996,602,80.5
SRR5580111,775,79.2
SRR5580129,776,77.3
SRR5580161,784,51.8
SRR5580162,986,76.4
SRR5580238,913,78.0
SRR5580249,508,69.3
SRR5580371,866,78.0
SRR5581519,53,1.9
SRR5581541,0,0.0
SRR5585566,0,0.0
SRR5585573,0,0.0
SRR5597301,7,6.4
SRR5597309,12,61.5
SRR5597362,4,3.2
SRR5597410,2,68.7
SRR5621383,6,35.9
SRR5630624,481,94.8
SRR5640024,43,40.6
SRR5640048,31,3.1
SRR5644297,1,0.0
SRR5644410,3,17.1
SRR5648167,1,10.0
SRR5650080,524,85.8
SRR5650129,629,85.6
SRR5650798,4,1.8
SRR5651438,536,83.6
SRR5651450,22,65.2
SRR5658808,1,0.3
SRR5658846,1,1.1
SRR5658847,0,0.0
SRR5658864,0,0.0
SRR5658866,1,0.5
SRR5658969,0,0.0
SRR5659010,0,0.0
SRR5659051,1,1.0
SRR5659111,0,0.0
SRR5665025,506,88.2
SRR5665056,310,90.1
SRR5665101,113,75.2
SRR5665106,162,83.6
SRR5665164,531,86.1
SRR5675699,347,6.1
SRR5675724,246,4.5
SRR5675741,272,3.9
SRR5675743,283,3.6
SRR5677487,709,9.6
SRR5677504,591,13.9
SRR5677778,177,83.2
SRR5677788,108,98.8
SRR5677839,125,79.8
SRR5678811,1191,46.0
SRR5681792,2,91.4
SRR5681880,4,69.8
SRR5681881,2,70.3
SRR569347,41,28.7
SRR5710171,1,40.0
SRR5710179,1,37.5
SRR5713923,96,56.3
SRR5716314,61,8.8
SRR5720290,1483,46.2
SRR5720304,1155,21.1
SRR5720344,1017,37.4
SRR5720474,20,93.9
SRR5723874,155,85.4
SRR5738069,195,26.1
SRR5738078,122,9.4
SRR5738087,427,55.7
SRR5742322,2,37.3
SRR5747454,16,73.4
SRR5758747,4,76.3
SRR5786441,717,3.9
SRR5787999,1649,45.1
SRR5788076,1102,42.6
SRR5788079,1190,26.2
SRR5788107,1137,43.9
SRR5788159,1169,46.9
SRR5788231,793,14.2
SRR5788255,1653,45.3
SRR5788321,731,33.7
SRR5788380,1342,45.9
SRR5788452,838,36.2
SRR579274,111,71.5
SRR5804169,0,0.0
SRR5813198,700,80.1
SRR5813250,671,72.2
SRR5813284,69,64.0
SRR5813375,800,73.0
SRR5813411,700,76.8
SRR5813436,720,79.4
SRR5813502,560,69.8
SRR5814798,1,2.1
SRR5816780,2,33.3
SRR5816782,2,66.7
SRR5818826,871,20.1
SRR5819296,4,58.0
SRR5819818,432,1.4
SRR5820953,26,42.7
SRR5837670,0,0.0
SRR5839238,1,20.0
SRR5839330,0,0.0
SRR5839348,0,0.0
SRR5855597,0,0.0
SRR5855705,2,4.7
SRR5855764,2,4.8
SRR5857564,0,0.0
SRR5857570,2,2.3
SRR5857609,3,1.7
SRR5857617,7,12.7
SRR5857629,1,4.4
SRR5864997,178,11.9
SRR5865005,203,19.7
SRR5865037,279,13.6
SRR5865051,224,21.1
SRR5865976,1,9.5
SRR5866273,1402,69.8
SRR5866413,1003,79.1
SRR5871855,38,43.0
SRR5871983,1,47.9
SRR5872090,1,23.1
SRR5875715,144,16.0
SRR5881402,0,0.0
SRR5892206,465,75.0
SRR5895957,115,8.6
SRR5898919,467,54.9
SRR5898968,207,65.3
SRR5899005,344,61.7
SRR5904027,3,76.9
SRR5908377,0,0.0
SRR5908390,0,0.0
SRR5908691,0,0.0
SRR5912618,27,30.9
SRR5912622,26,9.0
SRR5912636,5,0.1
SRR5916069,636,2.4
SRR5916193,849,3.6
SRR5916337,585,2.8
SRR5916339,725,3.7
SRR5916405,808,3.9
SRR5916921,2077,39.2
SRR5918463,1739,22.4
SRR5918894,871,3.9
SRR5918907,1052,3.7
SRR5919148,1075,4.0
SRR5919149,978,3.7
SRR5919218,536,3.6
SRR5922210,2,7.7
SRR5923067,945,3.5
SRR5924887,1094,24.5
SRR5925341,783,90.3
SRR5926543,11,0.4
SRR5926552,16,3.0
SRR5926574,34,11.8
SRR5927724,474,38.6
SRR5927927,3,29.7
SRR5930505,1327,85.8
SRR5930729,27,22.6
SRR5930740,73,23.1
SRR5930763,43,19.7
SRR5930865,45,20.3
SRR5930881,92,26.6
SRR5930923,26,22.8
SRR5935792,367,95.5
SRR5935831,192,92.3
SRR5935833,702,91.8
SRR5935846,285,94.1
SRR5935854,349,90.3
SRR5935873,373,93.2
SRR5935893,479,92.8
SRR5935896,549,88.3
SRR5940758,79,1.2
SRR5946612,449,93.6
SRR5946701,391,93.2
SRR5946876,826,90.8
SRR5947076,326,83.9
SRR5947079,231,96.7
SRR5948545,1,2.3
SRR5948560,14,2.3
SRR5949235,33,76.9
SRR5949348,153,79.8
SRR5949468,65,83.9
SRR5949495,128,74.8
SRR5949506,39,94.8
SRR5949559,240,58.1
SRR5949999,1,77.4
SRR5950263,114,87.4
SRR5950312,41,81.4
SRR5950428,95,73.2
SRR5950454,94,57.7
SRR5950516,422,85.8
SRR5950535,363,96.6
SRR5950561,553,89.1
SRR5950600,599,93.6
SRR5956331,2,4.5
SRR5958502,0,0.0
SRR5962902,263,82.3
SRR5962906,572,84.7
SRR5963157,363,93.9
SRR5963216,167,92.0
SRR5963271,292,94.6
SRR5963388,456,94.2
SRR5963934,141,87.7
SRR5967363,7,0.7
SRR5974531,29,0.4
SRR5974678,80,15.9
SRR5975931,174,77.6
SRR5975940,160,83.4
SRR5983386,400,84.9
SRR5983464,366,75.0
SRR5983468,432,88.6
SRR5988124,285,12.2
SRR5992250,1,33.3
SRR5992308,1,38.5
SRR5992323,1,91.7
SRR5992342,1,66.7
SRR6000870,1443,88.4
SRR6014524,15,59.4
SRR6014598,32,8.7
SRR6014698,15,64.4
SRR6014756,36,16.7
SRR6014764,13,73.8
SRR6014766,7,28.8
SRR6022796,0,0.0
SRR6024746,3,69.0
SRR6026517,8,0.5
SRR6026525,7,0.4
SRR6026540,13,0.5
SRR6026576,3,2.7
SRR6027517,0,0.0
SRR6027594,1,94.4
SRR6027600,1,77.8
SRR6028168,909,83.2
SRR6028180,544,85.7
SRR6028340,661,84.1
SRR6028363,688,84.2
SRR6028396,342,64.8
SRR6028406,778,80.8
SRR6028460,780,79.8
SRR6028507,720,83.6
SRR6028536,656,80.9
SRR6028538,664,86.4
SRR6028615,899,83.1
SRR6028624,680,81.0
SRR6029854,90,82.6
SRR6029869,79,77.1
SRR6029878,63,75.4
SRR6029900,78,86.0
SRR6036304,1,0.1
SRR6038186,114,81.6
SRR6038231,0,0.0
SRR6038240,169,59.1
SRR6038265,91,76.9
SRR6038286,54,82.3
SRR6038350,84,72.9
SRR6038495,171,81.1
SRR6038536,20,71.5
SRR6039444,209,29.0
SRR6048368,4,1.6
SRR6048371,1,13.0
SRR6048465,799,84.4
SRR6048559,170,91.1
SRR6048648,351,30.5
SRR6050429,6,41.7
SRR6050430,4,31.4
SRR6054185,2,2.2
SRR6054421,855,77.3
SRR6054425,708,82.3
SRR6054515,793,85.5
SRR6054538,751,82.6
SRR6054594,686,82.4
SRR6054695,776,78.9
SRR6056327,112,9.4
SRR6056502,4021,5.6
SRR6058811,0,0.0
SRR6058824,0,0.0
SRR6059497,4,5.7
SRR6059968,2,0.1
SRR6060197,1830,59.9
SRR6066086,321,81.9
SRR6066104,689,84.0
SRR6066164,652,73.2
SRR6068354,4,15.8
SRR6075017,5,66.7
SRR6075207,947,75.5
SRR6112448,3,16.7
SRR6122130,708,93.8
SRR6122193,1225,84.9
SRR6122200,959,77.7
SRR6122274,872,89.8
SRR6128060,88,73.2
SRR6129541,135,32.4
SRR6130737,0,0.0
SRR6130757,3,1.1
SRR6130762,3,14.1
SRR6144262,0,0
SRR6158087,6,1.1
SRR6158305,448,5.9
SRR6158328,1,16.7
SRR6168193,50,17.2
SRR6180321,83,73.5
SRR6180402,10,38.0
SRR6180535,7,7.6
SRR6180633,18,45.5
SRR6180683,8,42.1
SRR6180710,13,23.9
SRR6180727,76,23.6
SRR6180739,7,29.8
SRR6180740,42,69.6
SRR6180741,55,71.8
SRR6180776,35,71.1
SRR6182164,498,30.7
SRR618782,55,40.3
SRR619894,219,33.5
SRR619938,431,19.7
SRR6201726,144,17.4
SRR6202000,1567,3.5
SRR6202121,156,49.5
SRR6202124,4,54.5
SRR6216873,54,46.1
SRR6216946,521,85.9
SRR6217948,3,0.2
SRR6231175,897,35.8
SRR6231191,3905,57.4
SRR6233512,0,0.0
SRR6235498,5,4.2
SRR6235532,25,2.8
SRR6235537,5,23.2
SRR6235554,80,80.2
SRR6235575,1,3.4
SRR6235829,0,0.0
SRR6235867,52,5.4
SRR6235883,17,67.2
SRR6236347,0,0.0
SRR6236358,1,31.4
SRR6240000,189,78.3
SRR6242945,1,1.3
SRR6242995,0,0.0
SRR6243027,0,0.0
SRR6243070,7,3.0
SRR6243114,1,3.3
SRR6243189,8,35.9
SRR624539,28,5.3
SRR6257403,113,98.5
SRR6257463,184,96.7
SRR6257495,60,92.4
SRR6257511,171,96.5
SRR6262214,10,37.4
SRR6262218,3,20.3
SRR6262286,77,98.0
SRR6262318,103,86.8
SRR6262410,115,96.1
SRR6262486,439,95.8
SRR6262498,144,96.3
SRR6262717,572,2.3
SRR6266403,1291,7.5
SRR6269618,69,79.2
SRR6269713,2,5.9
SRR6281817,1,79.3
SRR6287057,3,5.5
SRR6287600,0,0.0
SRR6288410,168,40.0
SRR6288414,12,81.9
SRR6292135,1,33.3
SRR6308466,0,0.0
SRR6308552,1,17.1
SRR6308555,0,0.0
SRR6309213,2,75.0
SRR6309246,2,34.8
SRR6309249,1,5.3
SRR6309274,2,5.7
SRR6309509,3,8.6
SRR6309554,3,19.4
SRR6313183,98,90.5
SRR6323122,82,77.6
SRR6323166,559,54.9
SRR6323183,581,53.6
SRR6323275,841,50.7
SRR6323297,484,70.0
SRR6323329,361,52.5
SRR6323358,468,61.3
SRR6323372,563,39.2
SRR6323438,467,41.8
SRR6323461,327,44.1
SRR6323497,732,47.6
SRR6323507,992,42.9
SRR6323521,184,47.6
SRR6323573,404,29.4
SRR6331529,2,28.0
